Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1769324985.177728,19785,10,1
1,NewOrder,1769324985.179909,27772,4,1
1,NewOrder,1769324985.183836,66028,11,1
2,Payment,1769324985.183876,9300,7,1
2,Payment,1769324985.185351,8477,12,1
2,Payment,1769324985.185495,8017,2,1
1,NewOrder,1769324985.187421,23425,6,1
3,OrderStatus,1769324985.187478,1640,8,1
1,NewOrder,1769324985.189143,12996,8,1
1,NewOrder,1769324985.190367,15395,13,1
1,NewOrder,1769324985.190636,61010,0,1
2,Payment,1769324985.190853,11265,15,1
2,Payment,1769324985.193087,5979,3,1
1,NewOrder,1769324985.193191,61784,7,1
2,Payment,1769324985.193522,10893,2,1
4,Delivery,1769324985.193839,56078,12,1
1,NewOrder,1769324985.197526,52531,10,1
1,NewOrder,1769324985.199079,15500,3,1
1,NewOrder,1769324985.200782,50736,14,1
1,NewOrder,1769324985.200822,49064,9,1
1,NewOrder,1769324985.202136,49523,15,1
1,NewOrder,1769324985.202151,48211,8,1
1,NewOrder,1769324985.202830,49130,5,1
2,Payment,1769324985.204428,9543,2,1
2,Payment,1769324985.205773,6443,13,1
2,Payment,1769324985.207697,6118,4,1
2,Payment,1769324985.210862,5261,6,1
2,Payment,1769324985.212229,5900,13,1
2,Payment,1769324985.213829,36195,4,1
3,OrderStatus,1769324985.213997,3253,2,1
2,Payment,1769324985.214590,35435,3,1
1,NewOrder,1769324985.216135,33907,6,1
2,Payment,1769324985.217261,32804,2,1
2,Payment,1769324985.217853,45523,1,1
1,NewOrder,1769324985.218137,37307,13,1
5,StockLevel,1769324985.249892,13676,11,1
1,NewOrder,1769324985.249903,22855,9,1
1,NewOrder,1769324985.249933,33409,12,1
2,Payment,1769324985.250031,7210,4,1
2,Payment,1769324985.250033,13413,3,1
1,NewOrder,1769324985.250053,13826,6,1
1,NewOrder,1769324985.250068,13434,10,1
1,NewOrder,1769324985.250068,32375,2,1
1,NewOrder,1769324985.250367,20707,8,1
1,NewOrder,1769324985.251529,25205,14,1
4,Delivery,1769324985.251660,34452,0,1
2,Payment,1769324985.251676,11953,15,1
4,Delivery,1769324985.251972,47335,5,1
2,Payment,1769324985.254986,10972,7,1
1,NewOrder,1769324985.255455,23917,13,1
1,NewOrder,1769324985.257254,25133,4,1
5,StockLevel,1769324985.263395,7333,1,1
2,Payment,1769324985.263459,6062,3,1
1,NewOrder,1769324985.263507,26879,10,1
1,NewOrder,1769324985.263582,32219,11,1
1,NewOrder,1769324985.263640,39389,15,1
1,NewOrder,1769324985.263890,26494,6,1
1,NewOrder,1769324985.265970,20083,7,1
1,NewOrder,1769324985.269534,28456,3,1
1,NewOrder,1769324985.270740,28021,1,1
2,Payment,1769324985.271086,11693,8,1
2,Payment,1769324985.272770,16354,9,1
2,Payment,1769324985.276780,10249,14,1
1,NewOrder,1769324985.279386,30868,13,1
1,NewOrder,1769324985.282412,27507,4,1
2,Payment,1769324985.282458,17955,2,1
1,NewOrder,1769324985.282793,20286,8,1
2,Payment,1769324985.283352,5825,12,1
1,NewOrder,1769324985.286067,19134,7,1
2,Payment,1769324985.286123,12421,0,1
2,Payment,1769324985.287040,11509,14,1
1,NewOrder,1769324985.289139,25834,9,1
1,NewOrder,1769324985.289188,25737,12,1
2,Payment,1769324985.290395,7550,6,1
2,Payment,1769324985.290396,11531,10,1
5,StockLevel,1769324985.295821,10744,11,1
2,Payment,1769324985.297963,8647,6,1
2,Payment,1769324985.298004,12266,3,1
2,Payment,1769324985.298560,7991,0,1
1,NewOrder,1769324985.298564,14313,14,1
2,Payment,1769324985.298783,21850,1,1
2,Payment,1769324985.299320,10045,5,1
2,Payment,1769324985.300424,11611,2,1
2,Payment,1769324985.301957,8514,10,1
5,StockLevel,1769324985.303041,6787,15,1
2,Payment,1769324985.303094,7271,8,1
1,NewOrder,1769324985.305214,26403,7,1
1,NewOrder,1769324985.306567,36240,0,1
1,NewOrder,1769324985.306577,26004,11,1
2,Payment,1769324985.306615,7041,6,1
2,Payment,1769324985.309376,11560,5,1
2,Payment,1769324985.309840,9969,15,1
2,Payment,1769324985.309933,22358,4,1
2,Payment,1769324985.310270,10140,13,1
3,OrderStatus,1769324985.310280,2442,3,1
4,Delivery,1769324985.310377,37328,8,1
2,Payment,1769324985.310477,10044,10,1
2,Payment,1769324985.312047,19578,2,1
1,NewOrder,1769324985.312733,26660,3,1
3,OrderStatus,1769324985.312887,3084,14,1
2,Payment,1769324985.313666,7757,6,1
1,NewOrder,1769324985.314936,24388,12,1
1,NewOrder,1769324985.314988,17761,9,1
1,NewOrder,1769324985.315983,23337,14,1
2,Payment,1769324985.319829,11547,15,1
2,Payment,1769324985.320423,7908,13,1
1,NewOrder,1769324985.320535,26919,10,1
2,Payment,1769324985.320644,20272,1,1
2,Payment,1769324985.320950,25731,5,1
2,Payment,1769324985.321435,8466,6,1
1,NewOrder,1769324985.328352,24341,13,1
1,NewOrder,1769324985.329916,36178,6,1
1,NewOrder,1769324985.331388,28170,15,1
2,Payment,1769324985.331636,18150,2,1
1,NewOrder,1769324985.331652,23362,7,1
2,Payment,1769324985.332304,5479,4,1
1,NewOrder,1769324985.332591,36991,11,1
1,NewOrder,1769324985.332759,32190,9,1
3,OrderStatus,1769324985.337797,2256,4,1
1,NewOrder,1769324985.339336,45537,12,1
2,Payment,1769324985.339377,8027,14,1
2,Payment,1769324985.339403,8996,3,1
2,Payment,1769324985.340065,23799,4,1
1,NewOrder,1769324985.340927,27063,1,1
4,Delivery,1769324985.342820,69471,0,1
1,NewOrder,1769324985.346708,18388,5,1
2,Payment,1769324985.347417,15974,14,1
2,Payment,1769324985.347467,9660,10,1
2,Payment,1769324985.347715,16735,8,1
2,Payment,1769324985.348409,15204,3,1
5,StockLevel,1769324985.349798,13741,2,1
2,Payment,1769324985.352706,11274,13,1
1,NewOrder,1769324985.355027,15957,7,1
2,Payment,1769324985.357140,8177,10,1
2,Payment,1769324985.359600,11414,15,1
1,NewOrder,1769324985.363421,12930,14,1
1,NewOrder,1769324985.363551,47972,2,1
4,Delivery,1769324985.363616,48639,3,1
2,Payment,1769324985.363879,12776,4,1
1,NewOrder,1769324985.363992,14042,13,1
1,NewOrder,1769324985.364465,20472,8,1
1,NewOrder,1769324985.364960,12355,9,1
2,Payment,1769324985.365107,19867,5,1
1,NewOrder,1769324985.365329,45938,10,1
1,NewOrder,1769324985.366105,16882,6,1
1,NewOrder,1769324985.368006,20487,1,1
2,Payment,1769324985.369596,9211,11,1
1,NewOrder,1769324985.370995,36582,7,1
5,StockLevel,1769324985.371026,9949,15,1
1,NewOrder,1769324985.376375,34972,14,1
1,NewOrder,1769324985.376670,34673,4,1
2,Payment,1769324985.377327,11133,9,1
1,NewOrder,1769324985.378044,34284,13,1
1,NewOrder,1769324985.378822,32557,11,1
1,NewOrder,1769324985.380988,30377,15,1
1,NewOrder,1769324985.383006,28490,6,1
2,Payment,1769324985.384886,23764,12,1
2,Payment,1769324985.384978,26166,8,1
1,NewOrder,1769324985.384980,37738,5,1
1,NewOrder,1769324985.388475,23064,9,1
2,Payment,1769324985.388505,22428,1,1
1,NewOrder,1769324985.407601,30678,7,1
1,NewOrder,1769324985.408667,47498,12,1
1,NewOrder,1769324985.410947,16715,1,1
1,NewOrder,1769324985.411158,25382,8,1
1,NewOrder,1769324985.411272,31409,10,1
1,NewOrder,1769324985.411347,29221,4,1
2,Payment,1769324985.411360,11309,14,1
1,NewOrder,1769324985.411369,29101,15,1
1,NewOrder,1769324985.411388,39676,11,1
1,NewOrder,1769324985.411510,22458,6,1
1,NewOrder,1769324985.411534,30002,2,1
2,Payment,1769324985.411544,11256,9,1
1,NewOrder,1769324985.412298,26033,0,1
1,NewOrder,1769324985.412345,14505,13,1
1,NewOrder,1769324985.412363,18928,3,1
2,Payment,1769324985.422708,8626,14,1
2,Payment,1769324985.422732,10390,5,1
2,Payment,1769324985.422803,11378,9,1
2,Payment,1769324985.426878,7032,13,1
2,Payment,1769324985.427673,8808,1,1
1,NewOrder,1769324985.431303,26371,3,1
2,Payment,1769324985.431344,8487,14,1
1,NewOrder,1769324985.433136,23161,5,1
4,Delivery,1769324985.433920,37711,13,1
1,NewOrder,1769324985.433978,31901,6,1
2,Payment,1769324985.434190,6475,9,1
2,Payment,1769324985.436493,14709,1,1
2,Payment,1769324985.436543,13511,8,1
2,Payment,1769324985.438292,15417,7,1
1,NewOrder,1769324985.438335,24935,0,1
4,Delivery,1769324985.439848,24185,14,1
1,NewOrder,1769324985.440505,10920,15,1
1,NewOrder,1769324985.440574,28693,4,1
1,NewOrder,1769324985.440676,23059,9,1
2,Payment,1769324985.441545,22452,2,1
2,Payment,1769324985.442693,12550,10,1
2,Payment,1769324985.450072,13242,8,1
5,StockLevel,1769324985.451079,6715,11,1
3,OrderStatus,1769324985.451215,2720,1,1
2,Payment,1769324985.451432,7552,15,1
2,Payment,1769324985.453722,9939,7,1
3,OrderStatus,1769324985.453945,3779,1,1
4,Delivery,1769324985.455253,38754,10,1
1,NewOrder,1769324985.456175,16817,12,1
1,NewOrder,1769324985.456307,25052,5,1
1,NewOrder,1769324985.457715,17378,3,1
5,StockLevel,1769324985.457733,6443,1,1
1,NewOrder,1769324985.457803,10994,11,1
1,NewOrder,1769324985.458995,15861,15,1
1,NewOrder,1769324985.463279,16823,0,1
2,Payment,1769324985.463323,9565,8,1
2,Payment,1769324985.463669,9680,7,1
2,Payment,1769324985.463755,9619,9,1
2,Payment,1769324985.464004,17222,2,1
2,Payment,1769324985.464040,9316,14,1
2,Payment,1769324985.464185,7377,1,1
2,Payment,1769324985.465885,15476,6,1
2,Payment,1769324985.468805,11160,11,1
2,Payment,1769324985.469275,9799,4,1
1,NewOrder,1769324985.471969,19006,13,1
2,Payment,1769324985.471978,17617,1,1
2,Payment,1769324985.472895,8265,8,1
2,Payment,1769324985.473002,9245,12,1
2,Payment,1769324985.473356,14091,7,1
1,NewOrder,1769324985.473365,31954,14,1
2,Payment,1769324985.473381,8929,9,1
1,NewOrder,1769324985.474863,28355,15,1
2,Payment,1769324985.475100,8631,3,1
1,NewOrder,1769324985.479084,22258,4,1
1,NewOrder,1769324985.479973,13186,11,1
2,Payment,1769324985.480109,9449,0,1
2,Payment,1769324985.481166,6993,8,1
1,NewOrder,1769324985.481250,16024,2,1
1,NewOrder,1769324985.481367,48273,6,1
1,NewOrder,1769324985.481378,41869,5,1
2,Payment,1769324985.482256,13616,12,1
2,Payment,1769324985.482316,11939,9,1
1,NewOrder,1769324985.483738,19793,3,1
2,Payment,1769324985.487459,5781,7,1
2,Payment,1769324985.488168,11352,8,1
2,Payment,1769324985.489570,9568,0,1
2,Payment,1769324985.489602,10149,1,1
1,NewOrder,1769324985.490982,22324,13,1
2,Payment,1769324985.493167,9593,11,1
1,NewOrder,1769324985.493242,25841,7,1
1,NewOrder,1769324985.494014,23855,10,1
1,NewOrder,1769324985.494266,35751,9,1
2,Payment,1769324985.495879,10962,12,1
2,Payment,1769324985.497281,9680,2,1
2,Payment,1769324985.499145,14125,0,1
2,Payment,1769324985.499527,10545,8,1
1,NewOrder,1769324985.499756,27818,1,1
2,Payment,1769324985.501352,8830,4,1
3,OrderStatus,1769324985.502769,1914,11,1
2,Payment,1769324985.503225,9999,15,1
4,Delivery,1769324985.503540,34931,3,1
2,Payment,1769324985.504691,7398,11,1
2,Payment,1769324985.505327,17900,14,1
1,NewOrder,1769324985.506851,31669,12,1
1,NewOrder,1769324985.506967,25949,2,1
2,Payment,1769324985.510081,13866,8,1
1,NewOrder,1769324985.510192,48322,4,1
2,Payment,1769324985.512099,9526,11,1
1,NewOrder,1769324985.513234,45067,15,1
2,Payment,1769324985.513279,10715,0,1
2,Payment,1769324985.513308,9863,13,1
2,Payment,1769324985.517882,6117,10,1
1,NewOrder,1769324985.519092,43492,7,1
1,NewOrder,1769324985.521633,13799,11,1
1,NewOrder,1769324985.523180,39765,13,1
1,NewOrder,1769324985.523229,34351,14,1
2,Payment,1769324985.523255,9811,5,1
1,NewOrder,1769324985.523955,25321,8,1
2,Payment,1769324985.524001,13594,0,1
2,Payment,1769324985.524003,5272,10,1
2,Payment,1769324985.527582,5319,1,1
1,NewOrder,1769324985.529282,33678,10,1
1,NewOrder,1769324985.529647,46103,6,1
1,NewOrder,1769324985.530023,44285,9,1
1,NewOrder,1769324985.532913,25452,1,1
1,NewOrder,1769324985.532924,42864,2,1
1,NewOrder,1769324985.533072,36000,5,1
1,NewOrder,1769324985.535444,29560,11,1
4,Delivery,1769324985.537604,45997,0,1
1,NewOrder,1769324985.538482,17135,3,1
2,Payment,1769324985.538528,6023,12,1
2,Payment,1769324985.544564,12911,12,1
1,NewOrder,1769324985.549290,30022,8,1
1,NewOrder,1769324985.555631,20275,3,1
1,NewOrder,1769324985.557487,20930,12,1
1,NewOrder,1769324985.557584,21704,14,1
1,NewOrder,1769324985.558310,31207,15,1
2,Payment,1769324985.558368,6433,1,1
2,Payment,1769324985.558518,10604,4,1
2,Payment,1769324985.562599,11796,7,1
1,NewOrder,1769324985.562953,26489,13,1
1,NewOrder,1769324985.562970,18883,10,1
2,Payment,1769324985.564808,12412,1,1
2,Payment,1769324985.565011,14177,11,1
2,Payment,1769324985.569083,17263,5,1
2,Payment,1769324985.569130,8062,4,1
2,Payment,1769324985.574317,11991,9,1
1,NewOrder,1769324985.574403,24885,7,1
2,Payment,1769324985.575758,7711,6,1
1,NewOrder,1769324985.575796,23533,2,1
1,NewOrder,1769324985.575909,19513,3,1
2,Payment,1769324985.577199,16679,4,1
1,NewOrder,1769324985.577222,22261,1,1
2,Payment,1769324985.578425,9607,12,1
2,Payment,1769324985.579195,8977,11,1
2,Payment,1769324985.579295,8650,14,1
2,Payment,1769324985.579314,8595,8,1
1,NewOrder,1769324985.581862,20923,10,1
1,NewOrder,1769324985.583476,18739,6,1
2,Payment,1769324985.583615,6172,0,1
2,Payment,1769324985.586315,15873,9,1
4,Delivery,1769324985.586354,47953,5,1
2,Payment,1769324985.587915,13930,8,1
2,Payment,1769324985.587946,11348,14,1
4,Delivery,1769324985.588038,49082,12,1
2,Payment,1769324985.588176,14021,11,1
4,Delivery,1769324985.589449,47195,13,1
1,NewOrder,1769324985.589525,17486,15,1
2,Payment,1769324985.589793,12482,0,1
2,Payment,1769324985.593891,8726,4,1
2,Payment,1769324985.595433,7317,3,1
1,NewOrder,1769324985.599299,36076,7,1
2,Payment,1769324985.599303,7686,14,1
2,Payment,1769324985.599336,7714,2,1
1,NewOrder,1769324985.599488,27748,1,1
2,Payment,1769324985.601853,12502,8,1
1,NewOrder,1769324985.602195,26248,9,1
2,Payment,1769324985.602204,6754,11,1
1,NewOrder,1769324985.602222,27366,6,1
2,Payment,1769324985.602282,11172,0,1
1,NewOrder,1769324985.602624,14412,4,1
1,NewOrder,1769324985.602757,29011,3,1
1,NewOrder,1769324985.602796,24368,10,1
2,Payment,1769324985.607001,7156,14,1
1,NewOrder,1769324985.607019,27050,15,1
2,Payment,1769324985.607052,17239,2,1
1,NewOrder,1769324985.608966,34726,11,1
2,Payment,1769324985.613462,12525,0,1
1,NewOrder,1769324985.614164,38130,14,1
1,NewOrder,1769324985.614367,33878,8,1
2,Payment,1769324985.617044,5503,4,1
2,Payment,1769324985.622560,8939,4,1
2,Payment,1769324985.624300,11392,2,1
2,Payment,1769324985.625995,6782,0,1
1,NewOrder,1769324985.627172,21237,10,1
1,NewOrder,1769324985.627244,22698,1,1
2,Payment,1769324985.628451,12667,9,1
1,NewOrder,1769324985.629596,18192,6,1
3,OrderStatus,1769324985.631506,931,4,1
2,Payment,1769324985.631774,9061,3,1
1,NewOrder,1769324985.632443,43853,4,1
4,Delivery,1769324985.632787,78305,0,1
1,NewOrder,1769324985.634077,29511,15,1
1,NewOrder,1769324985.634311,52463,5,1
2,Payment,1769324985.635382,12577,7,1
1,NewOrder,1769324985.635701,20162,2,1
5,StockLevel,1769324985.636652,11143,13,1
2,Payment,1769324985.637126,14898,12,1
1,NewOrder,1769324985.640847,26550,3,1
1,NewOrder,1769324985.641128,22438,9,1
1,NewOrder,1769324985.643701,14253,11,1
2,Payment,1769324985.647797,6840,6,1
2,Payment,1769324985.647803,29341,13,1
1,NewOrder,1769324985.647964,38952,7,1
2,Payment,1769324985.648250,11586,8,1
2,Payment,1769324985.648416,10737,10,1
1,NewOrder,1769324985.649948,28380,1,1
2,Payment,1769324985.652031,10455,12,1
2,Payment,1769324985.652302,10237,14,1
1,NewOrder,1769324985.654645,24620,6,1
2,Payment,1769324985.655872,6662,2,1
5,StockLevel,1769324985.657964,5692,11,1
2,Payment,1769324985.659164,10603,10,1
4,Delivery,1769324985.659843,49902,8,1
1,NewOrder,1769324985.662495,47556,12,1
1,NewOrder,1769324985.662543,24996,2,1
3,OrderStatus,1769324985.662546,1563,14,1
1,NewOrder,1769324985.663573,33463,9,1
1,NewOrder,1769324985.663596,46308,15,1
1,NewOrder,1769324985.663663,28617,11,1
1,NewOrder,1769324985.664115,36819,14,1
2,Payment,1769324985.667406,8898,3,1
2,Payment,1769324985.669779,6615,10,1
3,OrderStatus,1769324985.676310,3118,4,1
3,OrderStatus,1769324985.676313,1822,3,1
2,Payment,1769324985.676401,9734,10,1
1,NewOrder,1769324985.677151,28859,13,1
2,Payment,1769324985.678143,7906,3,1
2,Payment,1769324985.678336,13881,1,1
1,NewOrder,1769324985.679273,13269,6,1
2,Payment,1769324985.679434,11193,4,1
1,NewOrder,1769324985.686062,23242,3,1
3,OrderStatus,1769324985.686146,3130,10,1
2,Payment,1769324985.686781,22074,5,1
2,Payment,1769324985.686923,8393,7,1
1,NewOrder,1769324985.687545,24486,2,1
1,NewOrder,1769324985.689283,25516,10,1
2,Payment,1769324985.690634,6441,4,1
1,NewOrder,1769324985.692225,27209,1,1
2,Payment,1769324985.692287,16291,11,1
2,Payment,1769324985.692552,17543,6,1
3,OrderStatus,1769324985.695327,2199,7,1
1,NewOrder,1769324985.697044,19194,9,1
1,NewOrder,1769324985.697083,21296,4,1
1,NewOrder,1769324985.697533,13562,7,1
4,Delivery,1769324985.700944,31098,14,1
1,NewOrder,1769324985.706019,18217,13,1
2,Payment,1769324985.708588,8700,11,1
3,OrderStatus,1769324985.708867,5320,5,1
1,NewOrder,1769324985.709311,30392,3,1
2,Payment,1769324985.709752,10947,8,1
2,Payment,1769324985.709911,11357,15,1
4,Delivery,1769324985.710057,23498,12,1
2,Payment,1769324985.710104,13457,6,1
1,NewOrder,1769324985.711100,30611,0,1
1,NewOrder,1769324985.711102,23926,7,1
1,NewOrder,1769324985.712038,17800,2,1
2,Payment,1769324985.714195,8031,5,1
1,NewOrder,1769324985.714807,21627,10,1
2,Payment,1769324985.716244,8143,9,1
2,Payment,1769324985.717299,12227,11,1
2,Payment,1769324985.718388,15202,4,1
2,Payment,1769324985.719443,7954,1,1
2,Payment,1769324985.720706,11812,8,1
2,Payment,1769324985.721277,11478,15,1
2,Payment,1769324985.722233,18701,5,1
2,Payment,1769324985.723568,9881,6,1
2,Payment,1769324985.724243,8952,13,1
2,Payment,1769324985.724395,7503,9,1
2,Payment,1769324985.727406,11898,1,1
2,Payment,1769324985.729535,10922,11,1
1,NewOrder,1769324985.729845,19485,2,1
1,NewOrder,1769324985.731906,40110,9,1
2,Payment,1769324985.732050,21882,14,1
1,NewOrder,1769324985.732525,17846,8,1
2,Payment,1769324985.732762,7328,15,1
2,Payment,1769324985.733202,16113,13,1
2,Payment,1769324985.733456,7619,6,1
2,Payment,1769324985.733564,7970,12,1
2,Payment,1769324985.733597,19852,4,1
1,NewOrder,1769324985.735036,24928,7,1
2,Payment,1769324985.736448,7063,10,1
1,NewOrder,1769324985.739315,34200,1,1
2,Payment,1769324985.739710,6237,3,1
2,Payment,1769324985.740098,26593,15,1
1,NewOrder,1769324985.740463,28724,11,1
1,NewOrder,1769324985.740940,37461,5,1
2,Payment,1769324985.741085,9309,6,1
5,StockLevel,1769324985.741541,18362,12,1
2,Payment,1769324985.741718,7568,0,1
1,NewOrder,1769324985.743522,23095,10,1
1,NewOrder,1769324985.745961,30823,3,1
2,Payment,1769324985.749306,11093,0,1
3,OrderStatus,1769324985.749325,3033,13,1
1,NewOrder,1769324985.749337,30184,2,1
1,NewOrder,1769324985.750379,15165,8,1
2,Payment,1769324985.750405,9474,6,1
1,NewOrder,1769324985.752369,29001,13,1
2,Payment,1769324985.753455,10791,4,1
1,NewOrder,1769324985.753941,31907,14,1
1,NewOrder,1769324985.759903,16299,6,1
2,Payment,1769324985.759913,11673,12,1
2,Payment,1769324985.759971,6601,7,1
1,NewOrder,1769324985.760406,33359,0,1
2,Payment,1769324985.764257,7852,4,1
3,OrderStatus,1769324985.765552,3578,8,1
2,Payment,1769324985.766596,9650,7,1
1,NewOrder,1769324985.766625,29854,10,1
2,Payment,1769324985.766698,9503,15,1
1,NewOrder,1769324985.769137,34593,8,1
2,Payment,1769324985.769195,9158,11,1
5,StockLevel,1769324985.771593,7288,12,1
2,Payment,1769324985.772023,9390,9,1
1,NewOrder,1769324985.772115,30415,4,1
1,NewOrder,1769324985.773522,15152,1,1
1,NewOrder,1769324985.776211,26263,15,1
2,Payment,1769324985.776211,7439,6,1
2,Payment,1769324985.776253,17634,7,1
1,NewOrder,1769324985.776791,37533,3,1
1,NewOrder,1769324985.778368,24144,11,1
2,Payment,1769324985.778408,6070,5,1
1,NewOrder,1769324985.778887,35400,12,1
2,Payment,1769324985.779527,8004,2,1
1,NewOrder,1769324985.781379,31043,13,1
1,NewOrder,1769324985.781421,47948,9,1
5,StockLevel,1769324985.783660,12024,6,1
2,Payment,1769324985.784485,11198,5,1
2,Payment,1769324985.785856,10696,14,1
1,NewOrder,1769324985.787539,17932,2,1
1,NewOrder,1769324985.788682,34939,1,1
1,NewOrder,1769324985.793779,23151,0,1
2,Payment,1769324985.793893,10000,7,1
2,Payment,1769324985.795693,9743,5,1
1,NewOrder,1769324985.795695,18555,6,1
1,NewOrder,1769324985.796485,23262,10,1
1,NewOrder,1769324985.796557,29168,14,1
4,Delivery,1769324985.802487,46233,15,1
4,Delivery,1769324985.802513,51930,11,1
3,OrderStatus,1769324985.802532,2478,4,1
1,NewOrder,1769324985.803742,41690,8,1
1,NewOrder,1769324985.803900,31051,7,1
2,Payment,1769324985.805021,11811,4,1
2,Payment,1769324985.805444,19641,5,1
1,NewOrder,1769324985.805480,25444,2,1
2,Payment,1769324985.812434,9044,13,1
2,Payment,1769324985.814260,8870,6,1
2,Payment,1769324985.814295,14281,12,1
1,NewOrder,1769324985.814332,21727,3,1
5,StockLevel,1769324985.816839,13754,4,1
2,Payment,1769324985.816938,11927,0,1
1,NewOrder,1769324985.819757,18801,10,1
2,Payment,1769324985.821486,14342,13,1
2,Payment,1769324985.823138,8394,6,1
1,NewOrder,1769324985.823629,14201,1,1
2,Payment,1769324985.825093,6592,5,1
2,Payment,1769324985.825732,6003,14,1
1,NewOrder,1769324985.828585,26994,12,1
2,Payment,1769324985.828872,8905,0,1
1,NewOrder,1769324985.829375,28824,9,1
2,Payment,1769324985.830603,11662,4,1
2,Payment,1769324985.830931,8549,2,1
1,NewOrder,1769324985.831539,43716,6,1
1,NewOrder,1769324985.831692,14163,5,1
2,Payment,1769324985.831740,8906,14,1
2,Payment,1769324985.834960,8716,7,1
1,NewOrder,1769324985.835835,32911,13,1
3,OrderStatus,1769324985.836066,3380,3,1
1,NewOrder,1769324985.837785,23008,0,1
1,NewOrder,1769324985.837837,37195,1,1
2,Payment,1769324985.838565,11690,10,1
1,NewOrder,1769324985.839453,29289,3,1
1,NewOrder,1769324985.839488,21239,2,1
4,Delivery,1769324985.840662,10315,14,1
1,NewOrder,1769324985.842273,36014,4,1
1,NewOrder,1769324985.843684,20735,7,1
4,Delivery,1769324985.845443,57187,8,1
2,Payment,1769324985.845862,13793,5,1
1,NewOrder,1769324985.848728,23082,15,1
4,Delivery,1769324985.850265,31372,10,1
1,NewOrder,1769324985.850982,32394,14,1
2,Payment,1769324985.854455,10562,11,1
1,NewOrder,1769324985.855588,32754,12,1
4,Delivery,1769324985.858210,24029,9,1
5,StockLevel,1769324985.859666,11899,5,1
1,NewOrder,1769324985.860734,30082,2,1
2,Payment,1769324985.860804,7874,0,1
1,NewOrder,1769324985.864430,28001,7,1
2,Payment,1769324985.865025,11885,11,1
2,Payment,1769324985.868688,12586,0,1
4,Delivery,1769324985.868750,82104,3,1
1,NewOrder,1769324985.868753,37532,13,1
1,NewOrder,1769324985.871573,31301,5,1
5,StockLevel,1769324985.871818,13785,15,1
1,NewOrder,1769324985.875040,26102,1,1
2,Payment,1769324985.875266,15410,6,1
2,Payment,1769324985.876918,8621,11,1
2,Payment,1769324985.878294,12555,4,1
2,Payment,1769324985.881284,9613,0,1
3,OrderStatus,1769324985.881645,2358,10,1
