Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1764751456.809922,20677,8,1
1,NewOrder,1764751456.813835,33395,7,1
1,NewOrder,1764751456.813954,43393,2,1
2,Payment,1764751456.814303,21033,0,1
1,NewOrder,1764751456.820407,36049,1,1
1,NewOrder,1764751456.820575,35908,11,1
2,Payment,1764751456.820651,19960,9,1
2,Payment,1764751456.820762,19976,4,1
4,Delivery,1764751456.820788,46029,10,1
2,Payment,1764751456.820966,19587,15,1
4,Delivery,1764751456.830601,41828,13,1
1,NewOrder,1764751456.830611,26387,8,1
2,Payment,1764751456.835348,17390,0,1
4,Delivery,1764751456.835373,48533,5,1
1,NewOrder,1764751456.840365,29939,6,1
2,Payment,1764751456.840563,17003,15,1
2,Payment,1764751456.840614,16776,9,1
3,OrderStatus,1764751456.840676,3327,14,1
2,Payment,1764751456.840746,16377,4,1
2,Payment,1764751456.841835,15393,12,1
1,NewOrder,1764751456.844019,23313,14,1
1,NewOrder,1764751456.847242,30603,7,1
5,StockLevel,1764751456.852755,19411,0,1
2,Payment,1764751456.852778,17440,3,1
1,NewOrder,1764751456.856474,37078,1,1
1,NewOrder,1764751456.856495,36988,11,1
2,Payment,1764751456.857012,19010,8,1
5,StockLevel,1764751456.857131,15328,4,1
3,OrderStatus,1764751456.857239,3070,12,1
1,NewOrder,1764751456.857356,33101,2,1
2,Payment,1764751456.857395,18409,9,1
1,NewOrder,1764751456.857575,32843,15,1
1,NewOrder,1764751456.860324,24105,12,1
2,Payment,1764751456.866834,42078,10,1
2,Payment,1764751456.867347,16677,14,1
1,NewOrder,1764751456.870242,27528,3,1
2,Payment,1764751456.870317,20151,6,1
1,NewOrder,1764751456.872178,30471,0,1
1,NewOrder,1764751456.872435,25346,13,1
2,Payment,1764751456.872461,18043,4,1
2,Payment,1764751456.875818,17688,9,1
5,StockLevel,1764751456.876037,2808,8,1
1,NewOrder,1764751456.877856,98410,7,1
1,NewOrder,1764751456.878855,12906,8,1
1,NewOrder,1764751456.883926,86550,5,1
1,NewOrder,1764751456.884043,92303,14,1
1,NewOrder,1764751456.884439,86040,12,1
2,Payment,1764751456.890435,14963,15,1
1,NewOrder,1764751456.890468,80184,2,1
1,NewOrder,1764751456.890471,77369,6,1
5,StockLevel,1764751456.890507,14965,4,1
2,Payment,1764751456.891779,13586,8,1
1,NewOrder,1764751456.893494,76969,11,1
1,NewOrder,1764751456.893516,82799,9,1
1,NewOrder,1764751456.893562,76897,1,1
1,NewOrder,1764751456.897786,83722,3,1
1,NewOrder,1764751456.897794,78664,13,1
2,Payment,1764751456.902666,73613,0,1
1,NewOrder,1764751456.905380,76161,8,1
2,Payment,1764751456.905411,71166,15,1
2,Payment,1764751456.905482,70913,4,1
5,StockLevel,1764751456.908928,74312,10,1
2,Payment,1764751456.967859,17953,6,1
1,NewOrder,1764751456.970474,40842,1,1
4,Delivery,1764751456.970474,40909,11,1
2,Payment,1764751456.970484,40828,5,1
1,NewOrder,1764751456.970486,37490,12,1
1,NewOrder,1764751456.970664,22206,2,1
1,NewOrder,1764751456.976285,49133,7,1
3,OrderStatus,1764751456.976291,6317,0,1
3,OrderStatus,1764751456.976317,1622,9,1
1,NewOrder,1764751456.976348,31502,14,1
2,Payment,1764751456.976402,16801,4,1
2,Payment,1764751456.976461,16583,13,1
