Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
3,GetNewDestination,1764750701.106590,481,0,1
2,GetAccessData,1764750701.107076,412,0,1
4,GetSubscriberData,1764750701.107492,378,0,1
2,GetAccessData,1764750701.107876,327,0,1
6,UpdateLocation,1764750701.108207,2917,0,1
6,UpdateLocation,1764750701.111131,2916,0,1
2,GetAccessData,1764750701.114054,489,0,1
5,InsertCallForwarding,1764750701.114549,11644,0,1
2,GetAccessData,1764750701.126202,542,0,1
6,UpdateLocation,1764750701.126753,3113,0,1
2,GetAccessData,1764750701.129874,517,0,1
6,UpdateLocation,1764750701.130399,2914,0,1
6,UpdateLocation,1764750701.133320,3014,0,1
6,UpdateLocation,1764750701.136341,2920,0,1
5,InsertCallForwarding,1764750701.139268,3214,0,1
4,GetSubscriberData,1764750701.142489,502,0,1
3,GetNewDestination,1764750701.142996,435,0,1
6,UpdateLocation,1764750701.143436,2628,0,1
4,GetSubscriberData,1764750701.146070,474,0,1
2,GetAccessData,1764750701.146548,391,0,1
2,GetAccessData,1764750701.146943,312,0,1
3,GetNewDestination,1764750701.147258,353,0,1
4,GetSubscriberData,1764750701.147615,440,0,1
4,GetSubscriberData,1764750701.148061,372,0,1
4,GetSubscriberData,1764750701.148439,350,0,1
5,InsertCallForwarding,1764750701.148793,11454,0,1
4,GetSubscriberData,1764750701.160257,711,0,1
4,GetSubscriberData,1764750701.160976,481,0,1
4,GetSubscriberData,1764750701.161463,379,0,1
4,GetSubscriberData,1764750701.161847,398,0,1
6,UpdateLocation,1764750701.162249,3021,0,1
6,UpdateLocation,1764750701.165276,2999,0,1
3,GetNewDestination,1764750701.168282,539,0,1
7,UpdateSubscriberData,1764750701.168826,891,0,1
4,GetSubscriberData,1764750701.169722,545,0,1
4,GetSubscriberData,1764750701.170273,486,0,1
4,GetSubscriberData,1764750701.170766,420,0,1
3,GetNewDestination,1764750701.171192,497,0,1
4,GetSubscriberData,1764750701.171695,373,0,1
4,GetSubscriberData,1764750701.172074,396,0,1
2,GetAccessData,1764750701.172474,338,0,1
3,GetNewDestination,1764750701.172816,427,0,1
3,GetNewDestination,1764750701.173247,394,0,1
1,DeleteCallForwarding,1764750701.173644,662,0,1
2,GetAccessData,1764750701.174312,301,0,1
4,GetSubscriberData,1764750701.174617,320,0,1
4,GetSubscriberData,1764750701.174941,273,0,1
4,GetSubscriberData,1764750701.175217,264,0,1
2,GetAccessData,1764750701.175485,329,0,1
6,UpdateLocation,1764750701.175821,2665,0,1
2,GetAccessData,1764750701.178493,497,0,1
2,GetAccessData,1764750701.178997,330,0,1
4,GetSubscriberData,1764750701.179332,287,0,1
2,GetAccessData,1764750701.179623,259,0,1
4,GetSubscriberData,1764750701.179886,347,0,1
4,GetSubscriberData,1764750701.180239,283,0,1
2,GetAccessData,1764750701.180526,446,0,1
6,UpdateLocation,1764750701.180976,2955,0,1
2,GetAccessData,1764750701.183939,443,0,1
4,GetSubscriberData,1764750701.184389,484,0,1
6,UpdateLocation,1764750701.184880,4452,0,1
6,UpdateLocation,1764750701.189339,2739,0,1
4,GetSubscriberData,1764750701.192085,428,0,1
6,UpdateLocation,1764750701.192520,3704,0,1
6,UpdateLocation,1764750701.196232,3048,0,1
6,UpdateLocation,1764750701.199286,2860,0,1
3,GetNewDestination,1764750701.202153,530,0,1
4,GetSubscriberData,1764750701.202690,502,0,1
4,GetSubscriberData,1764750701.203198,444,0,1
2,GetAccessData,1764750701.203648,400,0,1
6,UpdateLocation,1764750701.204053,2687,0,1
5,InsertCallForwarding,1764750701.206746,11467,0,1
2,GetAccessData,1764750701.218222,607,0,1
2,GetAccessData,1764750701.218837,374,0,1
4,GetSubscriberData,1764750701.219217,516,0,1
2,GetAccessData,1764750701.219739,344,0,1
6,UpdateLocation,1764750701.220089,3659,0,1
2,GetAccessData,1764750701.223755,485,0,1
3,GetNewDestination,1764750701.224245,346,0,1
4,GetSubscriberData,1764750701.224594,424,0,1
2,GetAccessData,1764750701.225022,339,0,1
2,GetAccessData,1764750701.225365,457,0,1
2,GetAccessData,1764750701.225829,385,0,1
4,GetSubscriberData,1764750701.226219,372,0,1
4,GetSubscriberData,1764750701.226595,454,0,1
2,GetAccessData,1764750701.227056,442,0,1
3,GetNewDestination,1764750701.227502,341,0,1
6,UpdateLocation,1764750701.227846,2865,0,1
4,GetSubscriberData,1764750701.230720,446,0,1
2,GetAccessData,1764750701.231173,297,0,1
2,GetAccessData,1764750701.231474,312,0,1
2,GetAccessData,1764750701.231790,505,0,1
4,GetSubscriberData,1764750701.232299,374,0,1
7,UpdateSubscriberData,1764750701.232680,977,0,1
2,GetAccessData,1764750701.233663,494,0,1
4,GetSubscriberData,1764750701.234163,495,0,1
2,GetAccessData,1764750701.234665,389,0,1
4,GetSubscriberData,1764750701.235060,385,0,1
4,GetSubscriberData,1764750701.235450,424,0,1
2,GetAccessData,1764750701.235881,369,0,1
2,GetAccessData,1764750701.236255,357,0,1
4,GetSubscriberData,1764750701.236616,335,0,1
2,GetAccessData,1764750701.236955,304,0,1
2,GetAccessData,1764750701.237262,256,0,1
4,GetSubscriberData,1764750701.237525,293,0,1
3,GetNewDestination,1764750701.237823,341,0,1
2,GetAccessData,1764750701.238169,248,0,1
2,GetAccessData,1764750701.238420,250,0,1
2,GetAccessData,1764750701.238673,237,0,1
2,GetAccessData,1764750701.238915,356,0,1
1,DeleteCallForwarding,1764750701.239276,682,0,1
7,UpdateSubscriberData,1764750701.239963,3922,0,1
3,GetNewDestination,1764750701.243893,462,0,1
4,GetSubscriberData,1764750701.244360,394,0,1
1,DeleteCallForwarding,1764750701.244761,678,0,1
5,InsertCallForwarding,1764750701.245444,3060,0,1
4,GetSubscriberData,1764750701.248521,403,0,1
4,GetSubscriberData,1764750701.248931,347,0,1
4,GetSubscriberData,1764750701.249284,595,0,1
