Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
5,TransactSavings,1764751705.375527,3427,0,1
3,DepositChecking,1764751705.385376,4134,0,1
5,TransactSavings,1764751705.395307,3837,0,1
6,WriteCheck,1764751705.405266,3362,0,1
4,SendPayment,1764751705.415327,4116,0,1
5,TransactSavings,1764751705.425282,3563,0,1
3,DepositChecking,1764751705.435315,3135,0,1
2,Balance,1764751705.445303,1536,0,1
2,Balance,1764751705.455304,1544,0,1
1,Amalgamate,1764751705.465595,3824,0,1
1,Amalgamate,1764751705.475349,4019,0,1
4,SendPayment,1764751705.485352,5238,0,1
5,TransactSavings,1764751705.495354,3178,0,1
4,SendPayment,1764751705.505287,3548,0,1
6,WriteCheck,1764751705.515348,4415,0,1
5,TransactSavings,1764751705.525301,4134,0,1
1,Amalgamate,1764751705.535320,4841,0,1
2,Balance,1764751705.545411,1505,0,1
5,TransactSavings,1764751705.555407,4577,0,1
2,Balance,1764751705.565361,833,0,1
4,SendPayment,1764751705.575296,6305,0,1
6,WriteCheck,1764751705.585508,4137,0,1
6,WriteCheck,1764751705.595337,3674,0,1
4,SendPayment,1764751705.605338,3983,0,1
1,Amalgamate,1764751705.615327,4624,0,1
1,Amalgamate,1764751705.625297,3845,0,1
3,DepositChecking,1764751705.635319,3447,0,1
4,SendPayment,1764751705.645294,3691,0,1
4,SendPayment,1764751705.655423,3713,0,1
5,TransactSavings,1764751705.665438,3457,0,1
6,WriteCheck,1764751705.675404,4098,0,1
4,SendPayment,1764751705.685518,3635,0,1
2,Balance,1764751705.695475,922,0,1
4,SendPayment,1764751705.705365,4168,0,1
2,Balance,1764751705.715286,1126,0,1
1,Amalgamate,1764751705.725397,3841,0,1
6,WriteCheck,1764751705.735396,3866,0,1
6,WriteCheck,1764751705.745396,3932,0,1
5,TransactSavings,1764751705.755271,3359,0,1
2,Balance,1764751705.765285,971,0,1
2,Balance,1764751705.775281,942,0,1
5,TransactSavings,1764751705.785272,3538,0,1
4,SendPayment,1764751705.795362,4582,0,1
2,Balance,1764751705.805349,1044,0,1
3,DepositChecking,1764751705.815391,3633,0,1
4,SendPayment,1764751705.825287,4106,0,1
2,Balance,1764751705.835326,1099,0,1
1,Amalgamate,1764751705.845292,3825,0,1
1,Amalgamate,1764751705.855320,4006,0,1
3,DepositChecking,1764751705.865293,3288,0,1
4,SendPayment,1764751705.875281,3841,0,1
5,TransactSavings,1764751705.885375,4882,0,1
2,Balance,1764751705.895328,889,0,1
4,SendPayment,1764751705.905240,4193,0,1
3,DepositChecking,1764751705.915299,3056,0,1
4,SendPayment,1764751705.925267,3650,0,1
4,SendPayment,1764751705.935494,3749,0,1
4,SendPayment,1764751705.945268,3427,0,1
6,WriteCheck,1764751705.955314,4282,0,1
2,Balance,1764751705.965315,1188,0,1
3,DepositChecking,1764751705.975577,3205,0,1
3,DepositChecking,1764751705.985329,3426,0,1
4,SendPayment,1764751705.995315,3858,0,1
4,SendPayment,1764751706.005289,3471,0,1
4,SendPayment,1764751706.015266,3466,0,1
